"ensembl_gene_rec","gene_name","d0_rc","d6_rc"
"ENSG00000100478.14","AP4S1",455,133
"ENSG00000100479.12","POLE2",92,143
"ENSG00000100483.13","VCPKMT",481,340
"ENSG00000100485.11","SOS2",1460,968
"ENSG00000100490.9","CDKL1",25,38
"ENSG00000100503.23","NIN",1071,1103
"ENSG00000100504.16","PYGL",1890,2433
"ENSG00000100505.13","TRIM9",16,11
"ENSG00000100519.11","PSMC6",2326,2260
"ENSG00000100522.9","GNPNAT1",884,1155
"ENSG00000100523.14","DDHD1",612,469
"ENSG00000100526.19","CDKN3",331,691
"ENSG00000100528.11","CNIH1",1496,1223
"ENSG00000100532.11","CGRRF1",277,179
"ENSG00000100554.11","ATP6V1D",1405,1101
"ENSG00000100557.9","CCDC198",1,1
"ENSG00000100558.8","PLEK2",125,150
"ENSG00000100564.8","PIGH",331,231
"ENSG00000100567.12","PSMA3",2187,2033
"ENSG00000100568.10","VTI1B",1936,1549
"ENSG00000100575.13","TIMM9",545,402
"ENSG00000100577.18","GSTZ1",470,520
"ENSG00000100578.14","KIAA0586",347,384
"ENSG00000100580.7","TMED8",648,878
"ENSG00000100583.4","SAMD15",143,39
"ENSG00000100591.7","AHSA1",3035,2005
"ENSG00000100592.15","DAAM1",5752,1791
"ENSG00000100593.17","ISM2",79,36
"ENSG00000100596.6","SPTLC2",1373,1088
"ENSG00000100599.15","RIN3",474,253
"ENSG00000100600.14","LGMN",2012,2099
"ENSG00000100601.9","ALKBH1",231,325
"ENSG00000100603.13","SNW1",1585,1670
"ENSG00000100604.12","CHGA",44,2275
"ENSG00000100605.16","ITPK1",1583,1757
"ENSG00000100612.13","DHRS7",603,451
"ENSG00000100614.17","PPM1A",1568,1395
"ENSG00000100625.8","SIX4",338,824
"ENSG00000100626.16","GALNT16",14,20
"ENSG00000100628.11","ASB2",84,166
"ENSG00000100629.16","CEP128",173,161
"ENSG00000100632.10","ERH",3173,2926
"ENSG00000100644.16","HIF1A",5730,7301
"ENSG00000100647.7","SUSD6",2779,2109
"ENSG00000100650.15","SRSF5",9190,5240
"ENSG00000100664.10","EIF5",6374,4221
"ENSG00000100678.18","SLC8A3",1,1
"ENSG00000100697.14","DICER1",3055,1458
"ENSG00000100711.13","ZFYVE21",946,1061
"ENSG00000100714.15","MTHFD1",1929,2316
"ENSG00000100722.19","ZC3H14",1443,1186
"ENSG00000100726.14","TELO2",1383,708
"ENSG00000100731.15","PCNX1",1530,1523
"ENSG00000100739.10","BDKRB1",6,18
"ENSG00000100744.14","GSKIP",315,569
"ENSG00000100749.7","VRK1",427,509
"ENSG00000100764.13","PSMC1",2768,2932
"ENSG00000100767.16","PAPLN",649,281
"ENSG00000100784.11","RPS6KA5",254,257
"ENSG00000100796.17","PPP4R3A",2035,1654
"ENSG00000100802.14","C14orf93",147,104
"ENSG00000100804.18","PSMB5",1720,1982
"ENSG00000100811.12","YY1",4502,4381
"ENSG00000100813.14","ACIN1",5111,3625
"ENSG00000100814.17","CCNB1IP1",2917,2743
"ENSG00000100815.12","TRIP11",999,614
"ENSG00000100823.11","APEX1",8658,5450
"ENSG00000100836.10","PABPN1",6130,3667
"ENSG00000100842.12","EFS",81,117
"ENSG00000100852.12","ARHGAP5",2767,2825
"ENSG00000100865.14","CINP",485,447
"ENSG00000100867.14","DHRS2",220,9
"ENSG00000100883.11","SRP54",1933,2127
"ENSG00000100884.9","CPNE6",1,5
"ENSG00000100888.13","CHD8",7774,8044
"ENSG00000100889.11","PCK2",847,890
"ENSG00000100890.15","KIAA0391",295,195
"ENSG00000100897.17","DCAF11",1691,1383
"ENSG00000100902.10","PSMA6",1101,1274
"ENSG00000100906.10","NFKBIA",2576,1618
"ENSG00000100908.13","EMC9",377,292
"ENSG00000100911.15","PSME2",2434,2415
"ENSG00000100916.13","BRMS1L",284,231
"ENSG00000100918.12","REC8",2648,1977
"ENSG00000100926.14","TM9SF1",304,279
"ENSG00000100934.14","SEC23A",1361,1850
"ENSG00000100938.17","GMPR2",1355,984
"ENSG00000100941.8","PNN",7361,4582
"ENSG00000100949.14","RABGGTA",577,394
"ENSG00000100968.13","NFATC4",1204,668
"ENSG00000100979.14","PLTP",3590,3367
"ENSG00000100982.11","PCIF1",1215,810
"ENSG00000100983.10","GSS",1764,2600
"ENSG00000100985.7","MMP9",7,413
"ENSG00000100987.14","VSX1",1,2
"ENSG00000100991.11","TRPC4AP",4051,2969
"ENSG00000100994.11","PYGB",4578,5154
"ENSG00000100997.18","ABHD12",1813,1657
"ENSG00000101000.5","PROCR",204,242
"ENSG00000101003.9","GINS1",657,677
"ENSG00000101004.14","NINL",987,636
"ENSG00000101017.13","CD40",262,537
"ENSG00000101019.21","UQCC1",1956,2267
"ENSG00000101040.19","ZMYND8",1677,1656
"ENSG00000101049.15","SGK2",52,55
"ENSG00000101052.12","IFT52",713,439
"ENSG00000101057.15","MYBL2",2155,2658
"ENSG00000101079.20","NDRG3",871,965
"ENSG00000101082.13","SLA2",1,NA
"ENSG00000101084.17","RAB5IF",1158,1137
"ENSG00000101096.19","NFATC2",367,257
"ENSG00000101098.12","RIMS4",680,637
"ENSG00000101104.12","PABPC1L",4107,1640
"ENSG00000101109.11","STK4",1285,1234
"ENSG00000101115.12","SALL4",815,1200
"ENSG00000101126.16","ADNP",3830,3145
"ENSG00000101132.9","PFDN4",797,946
"ENSG00000101134.11","DOK5",544,839
"ENSG00000101138.11","CSTF1",837,826
"ENSG00000101144.12","BMP7",4143,2789
"ENSG00000101146.12","RAE1",1406,1331
"ENSG00000101150.17","TPD52L2",5767,5295
"ENSG00000101152.10","DNAJC5",3351,3465
"ENSG00000101158.13","NELFCD",3048,2400
"ENSG00000101160.13","CTSZ",4884,4130
"ENSG00000101161.7","PRPF6",3485,2777
"ENSG00000101162.3","TUBB1",8,6
"ENSG00000101166.15","PRELID3B",2811,3587
"ENSG00000101180.15","HRH3",1,NA
"ENSG00000101181.17","MTG2",925,1000
"ENSG00000101182.14","PSMA7",4159,4051
"ENSG00000101187.15","SLCO4A1",135,925
"ENSG00000101188.4","NTSR1",NA,3
"ENSG00000101189.6","MRGBP",720,1128
"ENSG00000101190.12","TCFL5",337,393
"ENSG00000101191.16","DIDO1",3057,1797
"ENSG00000101193.7","GID8",3026,2215
"ENSG00000101194.17","SLC17A9",427,765
"ENSG00000101197.12","BIRC7",319,25
"ENSG00000101198.14","NKAIN4",259,10
"ENSG00000101199.12","ARFGAP1",4222,2967
"ENSG00000101200.5","AVP",NA,1
"ENSG00000101203.16","COL20A1",59,25
"ENSG00000101204.16","CHRNA4",22,NA
"ENSG00000101210.11","EEF1A2",474,883
"ENSG00000101213.6","PTK6",125,297
"ENSG00000101216.10","GMEB2",1660,1340
"ENSG00000101220.17","C20orf27",1089,1015
"ENSG00000101222.12","SPEF1",74,50
"ENSG00000101224.17","CDC25B",4633,8276
"ENSG00000101230.5","ISM1",4,2
"ENSG00000101236.16","RNF24",890,704
"ENSG00000101246.19","ARFRP1",1225,910
"ENSG00000101247.17","NDUFAF5",382,256
"ENSG00000101255.10","TRIB3",4285,2697
"ENSG00000101265.15","RASSF2",157,76
"ENSG00000101266.18","CSNK2A1",5414,6633
"ENSG00000101276.15","SLC52A3",381,411
"ENSG00000101278.6","RPS10P5",NA,1
"ENSG00000101280.7","ANGPT4",NA,7
"ENSG00000101282.8","RSPO4",401,427
"ENSG00000101290.13","CDS2",1624,1540
"ENSG00000101294.17","HM13",4887,2936
"ENSG00000101298.14","SNPH",420,532
"ENSG00000101306.10","MYLK2",28,10
"ENSG00000101307.15","SIRPB1",21,24
"ENSG00000101310.16","SEC23B",2335,2591
"ENSG00000101311.15","FERMT1",74,82
"ENSG00000101327.8","PDYN",40,5
"ENSG00000101331.15","CCM2L",72,170
"ENSG00000101333.16","PLCB4",399,378
"ENSG00000101335.9","MYL9",3153,925
"ENSG00000101336.13","HCK",170,298
"ENSG00000101337.15","TM9SF4",5696,5548
"ENSG00000101342.9","TLDC2",56,30
"ENSG00000101343.14","CRNKL1",1123,811
"ENSG00000101346.13","POFUT1",3125,2706
"ENSG00000101347.9","SAMHD1",2090,2215
"ENSG00000101349.16","PAK5",13,8
"ENSG00000101350.7","KIF3B",2971,2373
"ENSG00000101353.14","MROH8",15,2
"ENSG00000101361.16","NOP56",4655,3083
"ENSG00000101363.12","MANBAL",836,703
"ENSG00000101365.20","IDH3B",2736,2494
"ENSG00000101367.8","MAPRE1",5196,4670
"ENSG00000101384.12","JAG1",1297,2253
"ENSG00000101391.20","CDK5RAP1",1300,1242
"ENSG00000101400.5","SNTA1",1402,1311
"ENSG00000101407.12","TTI1",685,778
"ENSG00000101412.12","E2F1",1433,1567
"ENSG00000101413.11","RPRD1B",1276,1001
"ENSG00000101417.11","PXMP4",845,665
"ENSG00000101421.3","CHMP4B",5751,5483
"ENSG00000101439.8","CST3",6309,4066
"ENSG00000101440.9","ASIP",6,5
"ENSG00000101441.4","CST4",NA,3
"ENSG00000101442.9","ACTR5",225,240
"ENSG00000101443.17","WFDC2",8883,4587
"ENSG00000101444.12","AHCY",8916,7554
"ENSG00000101445.9","PPP1R16B",185,415
"ENSG00000101447.14","FAM83D",623,1080
"ENSG00000101448.13","EPPIN",20,NA
"ENSG00000101452.14","DHX35",510,384
"ENSG00000101457.12","DNTTIP1",790,989
"ENSG00000101460.12","MAP1LC3A",810,551
"ENSG00000101463.5","SYNDIG1",189,35
"ENSG00000101464.10","PIGU",599,515
"ENSG00000101470.9","TNNC2",8,7
"ENSG00000101473.16","ACOT8",508,431
"ENSG00000101474.11","APMAP",3334,2941
"ENSG00000101489.19","CELF4",281,362
"ENSG00000101493.10","ZNF516",326,430
"ENSG00000101544.8","ADNP2",940,623
"ENSG00000101546.12","RBFA",230,220
"ENSG00000101557.14","USP14",4161,4483
"ENSG00000101558.13","VAPA",7243,6181
"ENSG00000101574.14","METTL4",680,598
"ENSG00000101577.9","LPIN2",1756,2011
"ENSG00000101596.15","SMCHD1",2737,1984
"ENSG00000101605.12","MYOM1",114,75
"ENSG00000101608.12","MYL12A",7990,8558
"ENSG00000101624.10","CEP76",338,441
"ENSG00000101638.13","ST8SIA5",237,45
"ENSG00000101639.18","CEP192",1556,1544
"ENSG00000101654.17","RNMT",2907,2644
"ENSG00000101665.9","SMAD7",496,153
"ENSG00000101670.11","LIPG",141,1426
"ENSG00000101680.14","LAMA1",602,515
"ENSG00000101695.8","RNF125",195,339
"ENSG00000101745.16","ANKRD12",1117,968
"ENSG00000101751.10","POLI",482,265
"ENSG00000101752.11","MIB1",1733,2643
"ENSG00000101773.18","RBBP8",1443,1294
"ENSG00000101782.14","RIOK3",4980,2191
"ENSG00000101811.13","CSTF2",442,490
"ENSG00000101812.12","H2BFM",4,2
"ENSG00000101825.7","MXRA5",3059,676
"ENSG00000101842.13","VSIG1",3,9
"ENSG00000101843.18","PSMD10",1173,1220
"ENSG00000101844.17","ATG4A",317,304
"ENSG00000101846.6","STS",824,287
"ENSG00000101849.16","TBL1X",336,318
"ENSG00000101850.12","GPR143",91,83
"ENSG00000101856.9","PGRMC1",3255,2668
"ENSG00000101868.10","POLA1",187,97
"ENSG00000101871.14","MID1",544,244
"ENSG00000101882.9","NKAP",628,536
"ENSG00000101888.11","NXT2",316,239
"ENSG00000101890.4","GUCY2F",1,NA
"ENSG00000101901.11","ALG13",743,333
"ENSG00000101911.12","PRPS2",418,614
"ENSG00000101916.11","TLR8",2,19
"ENSG00000101928.12","MOSPD1",657,493
"ENSG00000101935.9","AMMECR1",680,764
"ENSG00000101938.14","CHRDL1",3053,1302
"ENSG00000101940.17","WDR13",2509,1157
"ENSG00000101945.16","SUV39H1",383,308
"ENSG00000101951.16","PAGE4",4,1
"ENSG00000101955.14","SRPX",19,80
"ENSG00000101966.12","XIAP",1977,2024
"ENSG00000101972.18","STAG2",2938,2646
"ENSG00000101974.14","ATP11C",335,380
"ENSG00000101977.20","MCF2",2,1
"ENSG00000101986.11","ABCD1",1054,564
"ENSG00000101997.12","CCDC22",470,527
"ENSG00000102001.12","CACNA1F",145,134
"ENSG00000102003.10","SYP",79,61
"ENSG00000102007.10","PLP2",561,555
"ENSG00000102024.17","PLS3",2446,2628
"ENSG00000102030.15","NAA10",1228,1087
"ENSG00000102032.12","RENBP",509,421
"ENSG00000102034.16","ELF4",1556,1155
"ENSG00000102038.15","SMARCA1",1428,2298
"ENSG00000102043.15","MTMR8",20,15
"ENSG00000102048.15","ASB9",27,22
"ENSG00000102053.12","ZC3H12B",14,NA
"ENSG00000102054.17","RBBP7",3242,3148
"ENSG00000102055.6","PPP1R2C",2,NA
"ENSG00000102057.9","KCND1",180,318
"ENSG00000102076.9","OPN1LW",1,NA
"ENSG00000102078.15","SLC25A14",261,161
"ENSG00000102081.14","FMR1",4168,2305
"ENSG00000102096.9","PIM2",267,371
"ENSG00000102098.17","SCML2",135,160
"ENSG00000102100.15","SLC35A2",1614,1685
"ENSG00000102103.15","PQBP1",1427,1670
"ENSG00000102104.8","RS1",18,3
"ENSG00000102109.8","PCSK1N",110,207
"ENSG00000102119.10","EMD",1534,1121
"ENSG00000102125.15","TAZ",1979,1426
"ENSG00000102128.8","RAB40AL",2,2
"ENSG00000102144.14","PGK1",11398,7776
"ENSG00000102158.19","MAGT1",3593,2288
"ENSG00000102172.15","SMS",1953,2260
"ENSG00000102174.8","PHEX",29,25
"ENSG00000102178.12","UBL4A",1018,888
"ENSG00000102181.20","CD99L2",1066,609
"ENSG00000102189.16","EEA1",773,649
"ENSG00000102218.5","RP2",202,300
"ENSG00000102221.13","JADE3",270,298
"ENSG00000102225.15","CDK16",10322,8699
"ENSG00000102226.9","USP11",10272,7886
"ENSG00000102230.13","PCYT1B",1,NA
"ENSG00000102239.4","BRS3",NA,2
"ENSG00000102241.11","HTATSF1",2332,1580
"ENSG00000102243.12","VGLL1",291,85
"ENSG00000102265.11","TIMP1",5873,8327
"ENSG00000102271.13","KLHL4",NA,1
"ENSG00000102287.18","GABRE",775,495
"ENSG00000102290.22","PCDH11X",NA,5
"ENSG00000102302.7","FGD1",478,411
"ENSG00000102309.12","PIN4",974,674
"ENSG00000102312.21","PORCN",322,476
"ENSG00000102313.8","ITIH6",4,NA
"ENSG00000102316.16","MAGED2",4819,2637
"ENSG00000102317.17","RBM3",6716,2865
"ENSG00000102349.17","KLF8",632,416
"ENSG00000102359.6","SRPX2",20,78
"ENSG00000102362.15","SYTL4",79,224
"ENSG00000102383.13","ZDHHC15",87,28
"ENSG00000102384.13","CENPI",200,370
"ENSG00000102385.12","DRP2",18,12
"ENSG00000102387.15","TAF7L",4,6
"ENSG00000102390.10","PBDC1",610,408
"ENSG00000102393.10","GLA",390,600
"ENSG00000102401.19","ARMCX3",2326,1611
"ENSG00000102409.9","BEX4",2785,1423
"ENSG00000102445.18","RUBCNL",45,55
"ENSG00000102471.14","NDFIP2",1211,843
"ENSG00000102524.11","TNFSF13B",28,46
"ENSG00000102531.16","FNDC3A",1808,1331
"ENSG00000102539.5","MLNR",2,3
"ENSG00000102543.14","CDADC1",143,145
"ENSG00000102547.18","CAB39L",61,79
"ENSG00000102554.13","KLF5",3664,1498
"ENSG00000102572.14","STK24",3933,3091
"ENSG00000102575.11","ACP5",1079,1086
"ENSG00000102580.14","DNAJC3",2031,1275
"ENSG00000102595.19","UGGT2",576,458
"ENSG00000102606.18","ARHGEF7",1046,806
"ENSG00000102678.6","FGF9",133,60
"ENSG00000102683.7","SGCG",9,3
"ENSG00000102699.5","PARP4",2039,3312
"ENSG00000102710.19","SUPT20H",993,671
"ENSG00000102738.7","MRPS31",323,183
"ENSG00000102743.14","SLC25A15",98,121
"ENSG00000102753.9","KPNA3",1112,1152
"ENSG00000102755.11","FLT1",9,2
"ENSG00000102760.12","RGCC",593,566
"ENSG00000102763.17","VWA8",621,517
"ENSG00000102780.16","DGKH",431,835
"ENSG00000102781.13","KATNAL1",322,420
"ENSG00000102786.14","INTS6",1151,974
"ENSG00000102796.10","DHRS12",60,19
"ENSG00000102802.9","MEDAG",108,29
"ENSG00000102804.14","TSC22D1",3572,3041
"ENSG00000102805.14","CLN5",333,265
"ENSG00000102854.15","MSLN",9000,2786
"ENSG00000102858.12","MGRN1",2126,1317
"ENSG00000102870.5","ZNF629",1073,670
"ENSG00000102871.15","TRADD",359,386
"ENSG00000102878.16","HSF4",614,445
"ENSG00000102879.15","CORO1A",262,193
"ENSG00000102882.11","MAPK3",1284,1364
"ENSG00000102886.14","GDPD3",87,90
"ENSG00000102890.14","ELMO3",713,611
"ENSG00000102893.15","PHKB",805,630
"ENSG00000102897.9","LYRM1",419,400
"ENSG00000102898.11","NUTF2",1628,1255
"ENSG00000102900.12","NUP93",927,1212
"ENSG00000102901.12","CENPT",1318,658
"ENSG00000102904.14","TSNAXIP1",75,26
"ENSG00000102908.20","NFAT5",1483,1278
"ENSG00000102910.13","LONP2",1134,970
"ENSG00000102921.7","N4BP1",863,751
"ENSG00000102924.11","CBLN1",3,1
"ENSG00000102931.7","ARL2BP",871,804
"ENSG00000102934.9","PLLP",315,494
"ENSG00000102935.11","ZNF423",170,54
"ENSG00000102962.4","CCL22",4,150
"ENSG00000102967.11","DHODH",200,151
"ENSG00000102970.10","CCL17",1,1
"ENSG00000102974.15","CTCF",1119,757
"ENSG00000102977.14","ACD",150,188
"ENSG00000102978.12","POLR2C",912,1131
"ENSG00000102981.9","PARD6A",21,24
"ENSG00000102984.14","ZNF821",130,120
"ENSG00000102996.4","MMP15",758,1144
"ENSG00000103005.11","USB1",632,721
"ENSG00000103018.16","CYB5B",1075,2327
"ENSG00000103021.9","CCDC113",186,184
"ENSG00000103023.11","PRSS54",1,NA
"ENSG00000103024.7","NME3",528,562
"ENSG00000103034.14","NDRG4",623,729
"ENSG00000103035.10","PSMD7",1445,1633
"ENSG00000103037.11","SETD6",536,323
"ENSG00000103042.8","SLC38A7",923,444
"ENSG00000103043.14","VAC14",1175,749
"ENSG00000103044.10","HAS3",37,116
"ENSG00000103047.7","TANGO6",96,102
"ENSG00000103051.18","COG4",841,778
"ENSG00000103056.11","SMPD3",73,39
"ENSG00000103061.12","SLC7A6OS",315,370
"ENSG00000103064.14","SLC7A6",563,240
"ENSG00000103066.12","PLA2G15",640,631
"ENSG00000103067.13","ESRP2",952,603
"ENSG00000103089.8","FA2H",49,98
"ENSG00000103091.14","WDR59",645,637
"ENSG00000103111.14","MON1B",1158,899
"ENSG00000103121.8","CMC2",319,353
"ENSG00000103126.14","AXIN1",1326,1180
"ENSG00000103145.10","HCFC1R1",1406,1305
"ENSG00000103148.15","NPRL3",711,881
"ENSG00000103150.5","MLYCD",375,185
"ENSG00000103152.11","MPG",554,596
"ENSG00000103154.9","NECAB2",2,2
"ENSG00000103160.11","HSDL1",485,648
"ENSG00000103168.16","TAF1C",1555,1064
"ENSG00000103174.12","NAGPA",359,338
"ENSG00000103175.10","WFDC1",12,6
"ENSG00000103184.11","SEC14L5",28,32
"ENSG00000103187.7","COTL1",673,1467
"ENSG00000103194.15","USP10",1310,1320
"ENSG00000103196.11","CRISPLD2",97,149
"ENSG00000103197.17","TSC2",3628,2106
"ENSG00000103199.13","ZNF500",406,259
"ENSG00000103202.12","NME4",833,1693
"ENSG00000103222.18","ABCC1",2895,1952
"ENSG00000103226.17","NOMO3",188,378
"ENSG00000103227.18","LMF1",162,111
"ENSG00000103241.6","FOXF1",1,2
"ENSG00000103245.13","CIAO3",712,782
"ENSG00000103248.18","MTHFSD",338,260
"ENSG00000103249.17","CLCN7",3709,2062
"ENSG00000103253.18","HAGHL",674,396
"ENSG00000103254.9","FAM173A",595,328
"ENSG00000103257.8","SLC7A5",2136,3162
"ENSG00000103260.8","METRN",500,550
"ENSG00000103264.17","FBXO31",454,377
"ENSG00000103266.10","STUB1",1697,1508
"ENSG00000103269.13","RHBDL1",155,91
"ENSG00000103274.10","NUBP1",380,374
"ENSG00000103275.19","UBE2I",2829,2577
"ENSG00000103313.12","MEFV",6,8
"ENSG00000103316.10","CRYM",5,2
"ENSG00000103319.11","EEF2K",2258,1377
"ENSG00000103326.11","CAPN15",1638,1621
"ENSG00000103335.22","PIEZO1",3161,1647
"ENSG00000103342.12","GSPT1",2669,3340
"ENSG00000103343.12","ZNF174",258,173
"ENSG00000103351.12","CLUAP1",373,399
"ENSG00000103353.15","UBFD1",1904,1616
"ENSG00000103355.13","PRSS33",3,3
"ENSG00000103356.15","EARS2",704,738
"ENSG00000103363.14","ELOB",2122,2393
"ENSG00000103365.15","GGA2",2301,1984
"ENSG00000103375.10","AQP8",3,NA
"ENSG00000103381.11","CPPED1",532,881
"ENSG00000103404.14","USP31",712,723
"ENSG00000103415.11","HMOX2",546,926
"ENSG00000103423.13","DNAJA3",1721,1838
"ENSG00000103426.12","CORO7-PAM16",1,NA
"ENSG00000103429.10","BFAR",1553,1320
"ENSG00000103449.11","SALL1",NA,8
"ENSG00000103472.10","RRN3P2",8,1
"ENSG00000103479.15","RBL2",1009,924
"ENSG00000103485.17","QPRT",1354,3659
"ENSG00000103489.11","XYLT1",3,6
"ENSG00000103490.13","PYCARD",224,251
"ENSG00000103494.13","RPGRIP1L",181,126
"ENSG00000103495.13","MAZ",5026,3494
"ENSG00000103496.14","STX4",1290,1032
"ENSG00000103502.13","CDIPT",1860,1577
"ENSG00000103507.13","BCKDK",824,806
"ENSG00000103510.19","KAT8",1339,869
"ENSG00000103512.14","NOMO1",1447,2628
"ENSG00000103522.15","IL21R",3,2
"ENSG00000103528.16","SYT17",807,565
"ENSG00000103534.16","TMC5",157,76
"ENSG00000103540.16","CCP110",709,572
"ENSG00000103544.14","VPS35L",1029,749
"ENSG00000103546.18","SLC6A2",3,2
"ENSG00000103549.21","RNF40",2580,1962
"ENSG00000103550.13","KNOP1",896,1215
"ENSG00000103569.9","AQP9",266,20
"ENSG00000103591.12","AAGAB",1138,1197
"ENSG00000103599.19","IQCH",39,32
"ENSG00000103642.11","LACTB",565,985
"ENSG00000103647.12","CORO2B",14,4
"ENSG00000103653.16","CSK",1180,1231
"ENSG00000103657.13","HERC1",1041,1080
"ENSG00000103671.9","TRIP4",523,452
"ENSG00000103707.9","MTFMT",211,256
"ENSG00000103710.10","RASL12",47,62
"ENSG00000103723.13","AP3B2",181,216
"ENSG00000103740.9","ACSBG1",12,7
"ENSG00000103742.11","IGDCC4",272,299
"ENSG00000103769.9","RAB11A",2204,2632
"ENSG00000103811.16","CTSH",509,596
"ENSG00000103832.10","GOLGA8UP",3,1
"ENSG00000103852.12","TTC23",274,324
"ENSG00000103855.17","CD276",2410,2633
"ENSG00000103876.12","FAH",277,430
"ENSG00000103888.16","CEMIP",706,495
"ENSG00000103932.11","RPAP1",686,867
"ENSG00000103942.12","HOMER2",941,805
"ENSG00000103966.10","EHD4",1120,1372
"ENSG00000103978.15","TMEM87A",1103,815
"ENSG00000103994.17","ZNF106",1602,1782
"ENSG00000103995.13","CEP152",220,316
"ENSG00000104043.14","ATP8B4",12,15
"ENSG00000104044.15","OCA2",34,4
"ENSG00000104047.14","DTWD1",180,162
"ENSG00000104055.15","TGM5",1,8
"ENSG00000104059.4","FAM189A1",15,1
"ENSG00000104064.17","GABPB1",515,353
"ENSG00000104067.16","TJP1",3684,2332
"ENSG00000104081.13","BMF",1242,94
"ENSG00000104093.13","DMXL2",633,685
"ENSG00000104112.8","SCG3",8,8
"ENSG00000104129.9","DNAJC17",290,274
"ENSG00000104131.12","EIF3J",1660,1679
"ENSG00000104133.14","SPG11",1235,985
"ENSG00000104140.6","RHOV",53,567
"ENSG00000104142.10","VPS18",898,769
"ENSG00000104147.8","OIP5",122,158
"ENSG00000104154.6","SLC30A4",187,265
"ENSG00000104164.10","BLOC1S6",1085,872
"ENSG00000104177.17","MYEF2",2736,1727
"ENSG00000104205.13","SGK3",522,366
"ENSG00000104213.12","PDGFRL",24,67
"ENSG00000104218.14","CSPP1",453,389
"ENSG00000104219.12","ZDHHC2",4,12
"ENSG00000104221.12","BRF2",286,328
"ENSG00000104228.12","TRIM35",314,263
"ENSG00000104231.10","ZFAND1",751,857
"ENSG00000104237.9","RP1",48,26
"ENSG00000104267.9","CA2",586,1468
"ENSG00000104290.10","FZD3",325,234
"ENSG00000104299.14","INTS9",369,293
"ENSG00000104312.7","RIPK2",358,374
"ENSG00000104313.18","EYA1",1,NA
"ENSG00000104320.13","NBN",892,765
"ENSG00000104321.10","TRPA1",NA,1
"ENSG00000104324.15","CPQ",455,169
"ENSG00000104325.6","DECR1",637,381
"ENSG00000104327.7","CALB1",43,531
"ENSG00000104331.8","IMPAD1",2126,1867
"ENSG00000104332.11","SFRP1",22,15
"ENSG00000104341.16","LAPTM4B",6289,10738
"ENSG00000104343.19","UBE2W",645,751
"ENSG00000104356.10","POP1",108,142
"ENSG00000104361.9","NIPAL2",522,148
"ENSG00000104365.14","IKBKB",1679,797
"ENSG00000104368.17","PLAT",566,832
"ENSG00000104369.4","JPH1",154,267
"ENSG00000104371.4","DKK4",NA,2
"ENSG00000104375.16","STK3",545,578
"ENSG00000104381.12","GDAP1",514,341
"ENSG00000104388.14","RAB2A",3098,2262
"ENSG00000104408.9","EIF3E",4944,3597
"ENSG00000104412.7","EMC2",456,486
"ENSG00000104413.16","ESRP1",3577,3540
"ENSG00000104415.14","WISP1",10,13
"ENSG00000104419.14","NDRG1",2889,6059
"ENSG00000104427.11","ZC2HC1A",307,127
"ENSG00000104442.9","ARMC1",1139,1223
"ENSG00000104447.12","TRPS1",350,358
"ENSG00000104450.12","SPAG1",352,341
"ENSG00000104472.9","CHRAC1",1088,717
"ENSG00000104490.17","NCALD",66,170
"ENSG00000104497.13","SNX16",294,336
"ENSG00000104517.12","UBR5",2135,2226
"ENSG00000104518.10","GSDMD",1017,1039
"ENSG00000104522.15","TSTA3",1747,986
"ENSG00000104524.13","PYCR3",376,320
"ENSG00000104529.17","EEF1D",7421,4693
"ENSG00000104537.16","ANXA13",12,2
"ENSG00000104549.11","SQLE",588,2434
"ENSG00000104611.11","SH2D4A",496,430
"ENSG00000104613.11","INTS10",580,652
"ENSG00000104626.14","ERI1",289,554
"ENSG00000104635.13","SLC39A14",2746,2153
"ENSG00000104643.9","MTMR9",333,320
"ENSG00000104660.18","LEPROTL1",799,653
"ENSG00000104671.7","DCTN6",587,526
"ENSG00000104679.10","R3HCC1",396,138
"ENSG00000104687.13","GSR",1172,1557
"ENSG00000104689.9","TNFRSF10A",147,462
"ENSG00000104691.14","UBXN8",400,279
"ENSG00000104695.12","PPP2CB",2667,2440
"ENSG00000104714.13","ERICH1",383,266
"ENSG00000104722.13","NEFM",NA,3
"ENSG00000104723.20","TUSC3",7,2
"ENSG00000104728.15","ARHGEF10",92,55
"ENSG00000104731.13","KLHDC4",905,690
"ENSG00000104738.17","MCM4",1427,1457
"ENSG00000104756.15","KCTD9",458,737
"ENSG00000104760.16","FGL1",NA,2
"ENSG00000104763.18","ASAH1",2435,2253
"ENSG00000104765.15","BNIP3L",1673,1268
"ENSG00000104774.12","MAN2B1",2665,2364
"ENSG00000104783.12","KCNN4",51,314
"ENSG00000104805.15","NUCB1",4197,3245
"ENSG00000104808.7","DHDH",35,73
"ENSG00000104812.14","GYS1",781,765
"ENSG00000104814.12","MAP4K1",176,148
"ENSG00000104818.14","CGB2",NA,1
"ENSG00000104823.8","ECH1",3361,3383
"ENSG00000104824.17","HNRNPL",8895,5733
"ENSG00000104825.16","NFKBIB",1134,1057
"ENSG00000104826.13","LHB",4,NA
"ENSG00000104833.11","TUBB4A",257,846
"ENSG00000104835.14","SARS2",761,396
"ENSG00000104848.1","KCNA7",5,12
"ENSG00000104852.14","SNRNP70",3815,2852
"ENSG00000104853.15","CLPTM1",1505,1303
"ENSG00000104856.13","RELB",550,562
